county_fips,county_name,state_abbr,clay_mean,silt_mean,sand_mean,ph_mean,soc_mean,bdod_mean
06031,Kings,CA,29.04907022140032,39.02028817999692,31.930328247803978,7.557481892433349,20.28227513227513,1.5182799095905892
06067,Sacramento,CA,24.46479443571054,41.76756705254633,33.767886236958695,6.228855223667286,42.501753132294795,1.4976023057500834
06009,Calaveras,CA,18.53975980484143,35.60644023268906,45.85381122161756,5.9960067554888345,57.28464252204916,1.256509664102083
06091,Sierra,CA,16.574011285868654,32.646999639812705,50.77935166286469,5.909893144435106,85.29707527914516,1.0449167967343018
06037,Los Angeles,CA,22.751866460870062,32.769587835134054,44.47892299777054,7.09171668667467,29.269524952838275,1.3751169039044189
06083,Santa Barbara,CA,26.918882887810213,36.71443905106994,36.36668489779176,6.718964927873111,44.20893553018391,1.3357564777466329
06097,Sonoma,CA,22.964609904630585,38.45454057987667,38.581010379562606,5.941487609636524,54.82217243096251,1.3060220613581524
06111,Ventura,CA,28.17306636726547,38.24378118762475,33.58327719560878,6.830127245508981,40.52553018962076,1.33842751996008
06073,San Diego,CA,15.91642016973547,26.430314159511635,57.65358826740781,6.888907638096184,23.562032855228548,1.3224375899548366
06043,Mariposa,CA,16.32461274203623,31.37791380387258,52.29774515927545,6.027573391630231,52.43547158026233,1.2339047470331044
06055,Napa,CA,26.059626346831855,43.16943556624601,30.771158852021482,6.23939833272925,44.66853273583973,1.2635823256120466
06041,Marin,CA,23.383442395399562,35.11598750743605,41.50114019432878,5.861917509418996,58.70656355344041,1.2339534999008526
06089,Shasta,CA,19.539217322761626,34.24518013631938,46.21565818148097,5.951604302870125,68.67010942643853,1.1751075717531414
06075,San Francisco,CA,24.32420091324201,30.051141552511417,45.63150684931507,6.14931506849315,62.93059360730594,1.2554794520547945
06061,Placer,CA,16.55884090909091,35.01423484848485,48.42663257575758,5.87707196969697,75.8570643939394,1.1612643939393938
06035,Lassen,CA,22.658179670740232,36.278829512859446,41.062566587123676,6.700322992744715,43.76477521995902,1.2295193443413281
06105,Trinity,CA,18.297525726176563,34.71129101222884,46.99116615831932,5.940147088167384,90.4901656167156,1.1344736467033436
06071,San Bernardino,CA,14.864907220045637,23.938715718775562,61.23352563826582,8.082139320618246,6.6580695760544915,1.4254382345989385
06109,Tuolumne,CA,11.486835511818153,28.712041537114743,59.80153651100311,5.780704561234039,66.95299000815045,1.1442252543242672
06027,Inyo,CA,14.83775196137598,26.548584791792393,58.65149064574532,7.988874471937235,13.721536512532802,1.3893171055409765
06053,Monterey,CA,26.696148159381277,35.7359404026235,37.568112370625926,6.67322288357281,40.24564582780452,1.3478981688592333
06051,Mono,CA,10.773971423652952,26.580956274746086,62.64469357892925,6.533783783783784,36.060505250473405,1.285382595971768
06095,Solano,CA,33.006727679875375,45.65332814071983,21.33993444325447,6.622289293480025,43.73429396683218,1.4781540258981598
06045,Mendocino,CA,22.615953912676652,37.485970786753846,39.89812275891162,5.791101560852141,92.39418107994094,1.2138227694579202
06017,El Dorado,CA,15.028367346938776,32.868768307322924,52.1027274909964,5.882434573829532,74.79383913565427,1.1289486194477791
06115,Yuba,CA,23.33106864242374,40.09458868204895,36.5741445494696,6.07125521112808,46.2030379328848,1.385279646675197
06069,San Benito,CA,28.108867964303283,35.53429133581618,36.35694961703324,6.793320919120231,32.68504321551542,1.3593078490619073
06013,Contra Costa,CA,30.487358368404017,44.86184444804144,24.65036824214956,6.633894464227906,46.36995791518291,1.3471244739397863
06113,Yolo,CA,35.83660253867513,44.89177244479704,19.271786989289964,6.750138833796113,34.492896337432235,1.5161186037286791
06003,Alpine,CA,8.411124375139895,23.519978114352508,68.06973314432092,5.719993036384889,73.08800517297122,1.0958486905916585
06023,Humboldt,CA,25.323292746177977,42.260626342957345,32.41625132752105,5.551784435278718,145.33874385635605,1.0957423003778803
06011,Colusa,CA,31.189533045977008,41.60634578544061,27.204152298850573,6.761530172413794,35.044274425287355,1.4679351053639846
06029,Kern,CA,20.103689611437794,29.011875936815404,50.921647642107686,7.449667550636073,18.902259128567046,1.4271053237189322
06065,Riverside,CA,16.79178825606069,28.149266707978892,55.09662178656602,7.675184496648076,11.325434129781957,1.3892037378993902
06019,Fresno,CA,19.97647736485045,31.571775397875154,48.48901309894611,6.665959807142552,40.19657123410048,1.3580605777002595
06015,Del Norte,CA,27.470428039896195,38.416733889879,34.112587937341715,5.407066253947409,148.66051339774256,1.0139883688209361
06039,Madera,CA,17.732674605185373,30.690545562030234,51.57737522168736,6.413651718604848,46.24012752301326,1.338116290853813
06085,Santa Clara,CA,23.32250962021081,38.58690647482014,38.09045340471808,6.4912531370252635,46.33441860465116,1.2882248619708883
06049,Modoc,CA,25.117672128981102,36.47233051407427,38.40948856878551,6.67232390643584,45.70171303026298,1.2300080943570768
06001,Alameda,CA,28.35238256658596,43.165249394673125,28.48236319612591,6.612808716707022,40.720156991956586,1.3281921697838939
06103,Tehama,CA,20.166916664880965,35.97380161570275,43.858746008957084,6.030659781001565,51.41233419761287,1.3403739259005292
06077,San Joaquin,CA,28.660263203292505,40.30146388348079,31.03820390861818,6.691941247504744,45.55348596495552,1.4523841092244376
06007,Butte,CA,23.88026268975332,39.83125296489563,36.2889379743833,6.042697462049336,52.29497746679317,1.335986124288425
06057,Nevada,CA,17.86580584205968,35.80700338556019,46.326430989685846,5.844016219195339,75.94326037319897,1.1363613101330605
06047,Merced,CA,29.914332036316473,40.5898411154345,29.496407263294422,7.080629053177691,31.947084954604414,1.4940739299610895
06107,Tulare,CA,14.413642155760437,29.122708192789144,56.46364965145042,6.543355070834271,45.98257626864553,1.2886043025260474
06099,Stanislaus,CA,26.93329948379453,38.59748244055175,34.46901920961327,6.898409071676399,37.86375137513751,1.444014978420919
06101,Sutter,CA,30.733305809495725,44.99598053671483,24.270698908876437,6.64309053376585,39.60369212621645,1.5209991153052198
06025,Imperial,CA,21.266457420348218,28.000227012515296,50.73303525603064,8.156731414584074,8.513984799131379,1.4409112624617508
06059,Orange,CA,20.814963749789243,31.019591974371945,48.165739335693814,6.729050750295061,38.882911819254765,1.3452419490810994
06033,Lake,CA,22.49774883371427,34.914778170888255,42.58737593537681,6.174488869407307,57.54443783462225,1.241685400294311
06005,Amador,CA,16.362398946316652,37.092279044418206,46.54483604323735,5.934453628849123,55.937991643201016,1.225481424289218
06081,San Mateo,CA,25.92118318388261,35.51491207639455,38.564050308606035,6.05652148596716,68.90612553860487,1.2399365319669267
06093,Siskiyou,CA,16.931916683356697,34.90205687963148,48.16595834167835,6.154271980773083,77.56684633418158,1.115265594004849
06063,Plumas,CA,15.574482812663254,34.246729704315115,50.17870389718943,6.0329667746317,78.64646327447498,1.0533719047121513
06079,San Luis Obispo,CA,29.87821238079845,37.816266364958786,32.30519799579764,6.893980927751737,31.84354937772749,1.386601583966381
06021,Glenn,CA,30.39249627234174,40.03117484169555,29.576491547413877,6.423398075172829,40.11812513313065,1.4402604519664606
19053,Decatur,IA,38.90275618704141,51.369891804501925,9.72790386767815,6.2855723790573315,31.829912324337766,1.3450268934212162
06087,Santa Cruz,CA,22.92764183788555,34.43961163144216,42.631981562300794,6.0010199578286665,71.30262835286618,1.2416162408669642
19031,Cedar,IA,32.41692739671079,60.06481687185658,7.518959239717363,6.259819803141103,32.42100188219322,1.4228518312814342
19027,Carroll,IA,36.12537936795211,57.03780685878695,6.83712469256114,6.234914226491562,28.501447863009883,1.3972431822048974
19151,Pocahontas,IA,32.53410230692076,42.427724712599336,25.03830260010802,6.767687678419875,32.33286474809042,1.4111583982717384
19101,Jefferson,IA,32.76370238463921,61.03827965314339,6.198185196655311,6.180272530195107,30.913377206565503,1.418627903375658
19121,Madison,IA,38.27260267513321,55.932026154063784,5.794663879414677,6.352341134495387,30.056004903886958,1.3630768747151187
19109,Kossuth,IA,30.905110709028456,38.05037260794897,31.044584151128554,6.918726999509323,36.12187193326791,1.3956529072620216
19085,Harrison,IA,31.485600535659348,64.06061637018404,4.454208364248357,6.6355616279701035,28.160717711142077,1.4077724895492136
19187,Webster,IA,32.08382504781733,40.75242133414581,27.163696067976776,6.530493068603057,31.310006939860187,1.418711555713536
